HOW IT WORKS Giving Gamers Another Window on Their World THE newest piece of hardware in the video game wars, the Nintendo DS hand-held console, arrived in stores last month, out to prove that two is better than one, in more ways than one.	technology
UK report says Linux is 'viable' A UK government study finds the open-source Linux operating system is a  "viable" alternative to rival products.	business
Sony Corp abandons copy-control music CDs Sony Corp #39;s music unit is abandoning its CDs that use built-in technology that limits copying them, after pushing the program for two years.	technology
Botswana Donates 500 Elephants to Mozambique (Reuters) Reuters - Botswana, which has the\largest elephant population in Africa, will donate 500 animals\to Mozambique, conservationists and Mozambican officials said\Friday.	technology
Business digest NEW YORK - Investors sent stocks falling sharply for a second straight day Thursday as crude oil prices surged near \$55 per barrel and General Motors Corp.	business
The only one we #39;ve got Like many organisations, the United Nations sometimes goes for clunky jargon and lowest common denominators when addressing important questions.	world
McDonald's CEO Steps Down Due to Cancer  SAN FRANCISCO (Reuters) - McDonald's Corp. &lt;A HREF="http://www.investor.reuters.com/FullQuote.aspx?ticker=MCD.N target=/stocks/quickinfo/fullquote"&gt;MCD.N&lt;/A&gt; said on  Monday President and Chief Executive Charlie Bell had stepped  down to focus on his cancer treatment and that Vice Chairman  Jim Skinner would replace him.	business
Angry Forest Workers Cut Off Toe of Italy (Reuters) Reuters - Angry forest service workers blocked\highways, halted trains and forced an airport to shut down on\Thursday, effectively cutting off the southern toe of Italy in\a protest against spending cuts that could cost hundreds of\jobs. The demonstrations across Calabria, the region that makes\up the tip of the Italian boot, are the latest by state sector\workers upset by the belt-tightening 2005 budget and follows a\general strike last week.	technology
Programming experience up for grabs &lt;strong&gt;Site Offer&lt;/strong&gt; 12 great guides, 12 great prices	technology
National Briefs ST. LOUIS - The designers of the first private manned rocket to burst into space were handed a \$10 million check yesterday, a prize to encourage technology that will open the heavens to tourists.	technology
Possible Blackbeard Ship Cannon Found (AP) AP - Underwater archaeologists have found another cannon from the wreckage of what they believe was the flagship of the notorious pirate Blackbeard.	technology
Restoring file-sharing #39;s good name Not too many companies that were around during the dawn of the personal computer revolution are still in business. Intel, Apple Computer, Microsoft, IBM - after them, names come to mind a little more slowly.	technology
Agent: Rose Making Payments on Back Taxes PLANTATION, Fla. - Pete Rose owes almost \$1 million in back federal taxes, but he is making monthly payments on the debt, his representative said Friday...	world
UN Security Council urges end to violence in Mideast In the wake of escalating deadly violence in the Gaza Strip, the UN Security Council met Monday at an open debate to hear many speakers urge an end to conflict there.	world
 #39;It was just enough. For now #39;  quot;Tony Blair #39;s conference speech ... his 10th as leader of the Labour party, demonstrated why he is still the political conjuror of the day.	world
Court Sentences Russian Scientist Danilov to 14 Years for &lt;b&gt;...&lt;/b&gt; A court in the Krasnoyarsk Territory, Siberia, on Wednesday sentenced Russian physicist Valentin Danilov to 14 years in prison for spying for China.	world
Season over for Niners #39; Peterson CBC SPORTS ONLINE - San Francisco 49ers linebacker Julian Peterson will undergo season-ending surgery Tuesday on his torn left Achilles #39; tendon.	sports
